English	Serbian
Hestia	Хестија
Heterosexuality	Хетеросексуалност
Hexadecimal	Хексадецимални систем
Hexagon	Шестоугао
Hezbollah	Хезболах
Hibernation	Hibernacija
Hideki Yukawa	Хидеки Јукава
Hieronymus Bosch	Хијеронимус Бош
Himalayas	Хималаји
Hindu Kush	Хиндукуш
Hinduism	Хиндуизам
Hinduism	Категорија:Хиндуизам
Hipparchus	Хипарх са Родоса
Hippie	Hipici
Hippocrates	Хипократ са Коса
Hippocratic Oath	Хипократова заклетва
Hippopotamus	Нилски коњ
Hirohito	Хирохито
Hiroshima	Хирошима
Histology	Хистологија
Histology	Категорија:Хистологија
Histone	Хистони
History	Историја
History	Категорија:Историја
History	Портал:Историја
Ho Chi Minh	Хо Ши Мин
Hobart	Хобарт
Hobby	Хоби
Hollywood	Холивуд
Holmium	Холмијум
Holy Roman Empire	Свето-римско царство
Holy Roman Empire	Категорија:Свето римско царство
Holy Spirit	Свети Дух
Homer	Хомер
Homo erectus	Хомо еректус
Homophobia	Хомофобија
Homosexuality	Хомосексуалност
Honduras	Хондурас
Honduras	Категорија:Хондурас
Honey	Мед
Hong Kong	Хонгконг
Hong Kong	Категорија:Хонг Конг
Honolulu	Хонолулу
Horace	Хорације
Horatio Nelson	Хорејшио Нелсон
Horizon	Хоризонт (астрономија)
Hormone	Хормони
Horn (instrument)	Хорна
Horn of Africa	Рог Африке
Horoscope	Хороскоп
Horse	Домаћи коњ
Hotel	Хотел
Hour	Сат
Hourglass	Пешчани сат
House (TV series)	Доктор Хаус (серија)
House Sparrow	Домаћи врабац
Houston	Хјустон
Hovercraft	Ховеркрафт
Hubble's law	Hablov zakon
Hudson Bay	Хадсонов залив
Hudson River	Хадсон (река)
Hugh Capet	Иго Капет
Hugo Grotius	Hugo Grocije
Huguenot	Хугеноти
Human	Човек
Humanism	Хуманизам
Humanities	Категорија:Хуманистичке науке
Hummingbird	Колибри
Humor	Категорија:Хумор
Humour	Хумор
Humphrey Bogart	Хамфри Богарт
Hundred Years' War	Стогодишњи рат
Hungary	Мађарска
Hungary	Категорија:Мађарска
Hunting	Лов
Hutu	Хуту
Hybrid	Хибрид
Hyderabad	Хајдерабад
Hydrocarbon	Угљоводоник
Hydrochloric acid	Хлороводонична киселина
Hydroelectricity	Хидроелектрана
Hydrogen	Водоник
Hydrogen bond	Водонична веза
Hydrology	Хидрологија
Hydrology	Категорија:Хидрологија
Hydrolysis	Хидролиза
Hydrosphere	Хидросфера
Hydroxide	Хидроксид
Hyena	Хијена
Hygiene	Категорија:Хигијена
Hymen	Химен
Hymenoptera	Opnokrilci
Hyperbola	Хипербола
Hypertension	Хипертензија
Hypertext	Хипертекст
Hypertext Transfer Protocol	HTTP
Hypnos	Хипнос
Hypnosis	Хипноза
Hypothesis	Хипотеза
I	I (слово латинице)
Ian Fleming	Ијан Флеминг
Iapetus (mythology)	Јапет (митологија)
Iberian Peninsula	Пиринејско полуострво
Ibuprofen	Ибупрофен
Ice	Лед
Ice age	Ледено доба
Ice cream	Сладолед
Ice hockey	Hokej na ledu
Iceland	Исланд
Iceland	Категорија:Исланд
Icon	Икона
Iconoclasm	Иконоборство
Idaho	Ајдахо
Ideal gas	Идеални гас
Idealism	Идеализам
Identity element	Неутрал
Identity matrix	Јединична матрица
Ideology	Ideologija
Ido	Идо
Ignatius of Loyola	Игнасио де Лојола
Igneous rock	Магматске стене
Igor Stravinsky	Игор Стравински
Iliad	Илијада
Illinois	Илиноис
Image scanner	Скенер
Imam	Имам
Immanuel Kant	Имануел Кант
Immune system	Имунски систем
Immunology	Имунологија
Immunology	Категорија:Имунологија
Imperialism	Империјализам
Impressionism	Импресионизам
Incest	Инцест
Inch	Инч
Independence	Независност
India	Индија
India	Категорија:Индија
Indian Ocean	Индијски океан
Indian Ocean	Категорија:Индијски океан
Indiana	Индијана
Indianapolis	Индијанаполис
Indira Gandhi	Индира Ганди
Indium	Индијум
Indochina	Indokina
Indonesia	Индонезија
Indonesia	Категорија:Индонезија
Indulgence	Опроштај грехова
Indus River	Инд
Industrial Revolution	Индустријска револуција
Industry	Индустрија
Industry	Категорија:Индустрија
Inertia	Инерција
Infantry	Pešadija
Infinitive	Инфинитив
Infinity	Бесконачност
Inflammation	Запаљење
Inflation	Инфлација
Influenza	Грип
Information	Информација
Infrared	Инфрацрвена светлост
Ingmar Bergman	Ингмар Бергман
Ingrid Bergman	Ингрид Бергман
Inner Mongolia	Унутрашња Монголија
Innovation	Иновација
Innsbruck	Инсбрук
Inorganic chemistry	Неорганска хемија
Inquisition	Инквизиција
Insect	Инсекти
Insecticide	Инсектициди
Insectivora	Бубоједи
Institution	Институција
Insulin	Инсулин
Integer	Цео број
Integral	Интеграл
Integrated circuit	Интегрисано коло
Intelligence quotient	Коефицијент интелигенције
Intercontinental ballistic missile	Интерконтинентална балистичка ракета
Interest	Камата
Interference	Интерференција
Interjection	Узвици
Interlingua	Интерлингва
International Civil Aviation Organization	Организација међународног цивилног ваздухопловства
International Court of Justice	Међународни суд правде
International Monetary Fund	Међународни монетарни фонд
International System of Units	СИ
International law	Категорија:Међународно право
International organization	Међународна организација
Internet	Интернет
Internet	Категорија:Интернет
Internet Explorer	Интернет експлорер
Internment	Концентрациони логор
Interpreter (computing)	Интерпретатор
Interval (music)	Интервал (музика)
Intranet	Intranet
Invertebrate	Бескичмењаци
Io (moon)	Ио
Io (mythology)	Ио (митологија)
Iodine	Јод
Ion	Јон
Ionian Sea	Јонско море
Ionic bond	Јонска веза
Ionosphere	Јоносфера
Iowa	Ајова
Iran	Иран
Iran	Категорија:Иран
Iran-Iraq War	Ирачко-ирански рат
Iraq	Ирак
Iraq	Категорија:Ирак
Ireland	Ирска
Irenaeus	Иринеј Лионски
Iridium	Иридијум
Irish Sea	Ирско море
Irish people	Категорија:Ирци
Iron	Гвожђе (хемијски елемент)
Iron Age	Гвоздено доба
Iron Curtain	Гвоздена завеса
Iron Maiden	Ајрон мејден
Irony	Иронија
Irrational number	Ирационалан број
Irredentism	Иредентизам
Irtysh River	Иртиш
Isaac	Исак
Isaac Asimov	Исак Асимов
Isaac Bashevis Singer	Исак Башевис Сингер
Isaac Newton	Исак Њутн
Isadora Duncan	Изадора Данкан
Isis	Изида
Islam	Ислам
Islam	Категорија:Ислам
Islamabad	Исламабад
Islamic calendar	Исламски календар
Island	Острво
Isle of Man	Острво Ман
Isle of Man	Категорија:Острво Ман
Isomer	Изомер (хемијски)
Isoroku Yamamoto	Исороку Јамамото
Isotope	Изотоп
Israel	Израел
Israel	Категорија:Израел
Istanbul	Истанбул
Isthmus	Земљоуз
Italy	Италија
Italy	Категорија:Италија
Ithaca	Итака
Ivan Pavlov	Иван Петрович Павлов
Ivan Turgenev	Иван Сергејевич Тургењев
J	J (слово латинице)
J. D. Salinger	Џером Дејвид Селинџер
J. M. Barrie	Џејмс Метју Бари
Jack Lemmon	Џек Лемон
Jack London	Џек Лондон
Jack the Ripper	Џек Трбосек
Jackson Pollock	Џексон Полок
Jacksonville	Џексонвил
Jacques Cartier	Жак Картије
Jacques Derrida	Жак Дерида
Jacques Offenbach	Жак Офенбах
Jaguar	Јагуар
Jainism	Ђаинизам
Jakarta	Џакарта
Jamaica	Јамајка
Jamaica	Категорија:Јамајка
James	Јаков Заведејев
James Bond	Џејмс Бонд
James Clerk Maxwell	Џејмс Клерк Максвел
James Cook	Џејмс Кук
James Joyce	Џемс Џојс
James K. Polk	Џејмс Нокс Полк
James Madison	Џејмс Медисон
James Monroe	Џејмс Монро
James Naismith	Džejms Nejsmit
James Watt	Џејмс Ват
Jan Hus	Јан Хус
Jan van Eyck	Јан ван Ајк
Jane Austen	Џејн Остин
Jane Fonda	Џејн Фонда
Jane Seymour	Џејн Симор
Janis Joplin	Џенис Џоплин
Janissary	Јањичари
January	Јануар
January 1	1. јануар
January 19	19. јануар
January 20	20. јануар
January 6	6. јануар
Janus (mythology)	Јанус
Japan	Јапан
Japan	Категорија:Јапан
Jason	Јасон
Java	Јава
Java (disambiguation)	Јава (вишезначна одредница)
Java (programming language)	Јава (програмски језик)
Jawaharlal Nehru	Џавахарлал Нехру
Jazz	Џез
Jazz	Категорија:Џез
Jean Auguste Dominique Ingres	Жан Огист Доминик Енгр
