Greek	English
Αριθμός π	Pi
Πι	Pi (letter)
Πιάνο	Piano
Οκρίβας	Pictor
Πεδεμόντιο	Piedmont
Πιέ Μοντριάν	Piet Mondrian
Πιέτερ Ζέεμαν	Pieter Zeeman
Πίλζεν	Pilsen
Πίνδαρος	Pindar
Πεύκο	Pine
Ανανάς	Pineapple
Ping	Ping
Ροζ	Pink
Πίζα	Pisa
Ιχθύες (αστερισμός)	Pisces (constellation)
Εικονοστοιχείο	Pixel
Πίτσα	Pizza
Πλανήτης	Planet
Πλαγκτόν	Plankton
Φυτό	Plant
Πλάσμα	Plasma (physics)
Πλαστίδιο	Plastid
Λευκόχρυσος	Platinum
Πλάτων	Plato
Πλειάδες (Αστρονομία)	Pleiades (star cluster)
Πλέβεν	Pleven
Πλίνιος ο Πρεσβύτερος	Pliny the Elder
Πλίνιος ο Νεότερος	Pliny the Younger
Πλωτίνος	Plotinus
Φιλιππούπολη	Plovdiv
Δαμάσκηνο	Plum
Πλούταρχος	Plutarch
Πλούτωνας (πλανήτης νάνος)	Pluto
Πλουτώνιο	Plutonium
Πνευμονία	Pneumonia
Podcasting	Podcast
Ποίηση	Poetry
Κατηγορία:Ποίηση	Poetry
Πογκρόμ	Pogrom
Σημείο	Point (geometry)
Δηλητήριο	Poison
Πουατιέ	Poitiers
Πόκερ	Poker
Πολωνία	Poland
Κατηγορία:Πολωνία	Poland
Πολική αρκούδα	Polar bear
Αστυνομία	Police
Κατηγορία:Πολιτική επιστήμη	Political science
Πολιτικός	Politician
Πολιτική	Politics
Κατηγορία:Πολιτική	Politics
Πολώνιο	Polonium
Πολύγωνο	Polygon
Πολυμνία	Polyhymnia
Πολυμερές	Polymer
Πολυνησία	Polynesia
Πολυώνυμο	Polynomial
Πομπήιος	Pompey
Πόντιος Πιλάτος	Pontius Pilate
Ποπ Αρτ	Pop art
Ποπ	Pop music
Πάπας	Pope
Πληθυσμός	Population
Λαϊκισμός	Populism
Πορνογραφία	Pornography
Λιμάνι	Port
Πορ Λουί	Port Louis
Πoρτ Μόρεσμπι	Port Moresby
Πόρτο	Porto
Πορτογαλία	Portugal
Κατηγορία:Πορτογαλία	Portugal
Ποσειδώνας (μυθολογία)	Poseidon
Ποζιτρόνιο	Positron
Γραμματόσημο	Postage stamp
Ταχυδρομικός κώδικας	Postal code
Κάλιο	Potassium
Πατάτα	Potato
Πότσδαμ	Potsdam
Στερλίνα	Pound sterling
Φτώχεια	Poverty
Ισχύς	Power (physics)
Πράγα	Prague
Κατηγορία:Πράγα	Prague
Πράια	Praia
Πρασινοδύμιο	Praseodymium
Προσευχή	Prayer
Προκάμβρια	Precambrian
Υετός	Precipitation (meteorology)
Εγκυμοσύνη	Pregnancy
Πρόεδρος	President
Πίεση	Pressure
Πρίαμος	Priam
Τιμή	Price
Ιερέας	Priest
Πρωτεύοντα θηλαστικά	Primate
Πρωθυπουργός	Prime minister
Πρώτος αριθμός	Prime number
Νήσος του Πρίγκηπα Εδουάρδου	Prince Edward Island
Φίλιππος, Δούκας του Εδιμβούργου	Prince Philip
Θεωρία της Σχετικότητας	Principle of relativity
Πρίσμα (οπτική)	Prism (optics)
Βραβείο Γκονκούρ	Prix Goncourt
Πιθανότητα	Probability theory
Προγραμματιστής	Programmer
Γλώσσα προγραμματισμού	Programming language
Έργο	Project
Προμηθέας	Prometheus
Προμήθειο	Promethium
Προπαγάνδα	Propaganda
Προπάνιο	Propane
Προφήτης	Prophet
Προστάτης	Prostate
Πρωτακτίνιο	Protactinium
Προτεκτοράτο	Protectorate
Πρωτεΐνη	Protein
Προτεροζωικός αιώνας	Proterozoic
Μεταρρύθμιση	Protestant Reformation
Προτεσταντισμός	Protestantism
Πρώτιστα	Protist
Κατηγορία:Πρώτιστα	Protista
Πρωτόνιο	Proton
Πρωτόζωο	Protozoa
Πρωσία	Prussia
Ψαλμός	Psalms
Ψευδοεπιστήμη	Pseudoscience
Ψι	Psi (letter)
Ψωρίαση	Psoriasis
Κατηγορία:Ψυχιατρική	Psychiatry
Ψυχολογία	Psychology
Κατηγορία:Ψυχολογία	Psychology
Δυναστεία των Πτολεμαίων	Ptolemaic dynasty
Κλαύδιος Πτολεμαίος	Ptolemy
Κοινό κτήμα	Public domain
Δημόσιες Σχέσεις	Public relations
Πουέρτο Ρίκο	Puerto Rico
Κατηγορία:Πουέρτο Ρίκο	Puerto Rico
Πούλα (Κροατία)	Pula
Τροχαλία	Pulley
Πάλσαρ	Pulsar
Κατηγορία:Πανκ μουσική	Punk
Πανκ	Punk rock
Κόρη (ανατομία)	Pupil
Πρύμνη (αστερισμός)	Puppis
Πυραμίδα (γεωμετρία)	Pyramid (geometry)
Πυρηναία	Pyrenees
Πύρρειος νίκη	Pyrrhic victory
Πυθαγόρας ο Σάμιος	Pythagoras
Python	Python (programming language)
Πυξίς	Pyxis
Q	Q
Κατάρ	Qatar
Κατηγορία:Κατάρ	Qatar
Δευτεροβάθμια εξίσωση	Quadratic equation
Τετράπλευρο	Quadrilateral
Κβαντική Μηχανική	Quantum mechanics
Κατηγορία:Κβαντική μηχανική	Quantum mechanics
Κουάρκ	Quark
Χαλαζίας	Quartz
Κβάζαρ	Quasar
Τετραδόνιο	Quaternion
Κεμπέκ (επαρχία)	Quebec
Κατηγορία:Κεμπέκ	Quebec
Κεμπέκ (πόλη)	Quebec City
Κέτσουα γλώσσα	Quechua
Βασίλισσα (σκάκι)	Queen (chess)
Κουέντιν Ταραντίνο	Quentin Tarantino
Κετζαλκοάτλ	Quetzalcoatl
Κίτο	Quito
R	R
RAF (αποσαφήνιση)	RAF (disambiguation)
RNA	RNA
Ρα	Ra
Ραμπάτ	Rabat
Ραββίνος	Rabbi
Ραμπιντρανάθ Ταγκόρ	Rabindranath Tagore
Ρατσισμός	Racism
Ραντάρ	Radar
Κατηγορία:Ραδιόφωνο	Radio
Ραδιοτηλεσκόπιο	Radio telescope
Ραδιενέργεια	Radioactive decay
Ραδιοχρονολόγηση	Radiocarbon dating
Ακτινολογία	Radiology
Ράδιο	Radium
Ακτίνα (γεωμετρία)	Radius
Ραδόνιο	Radon
Βροχή	Rain
Ουράνιο τόξο	Rainbow
Ράινερ Μαρία Ρίλκε	Rainer Maria Rilke
Ραμαζάνι	Ramadan
Μνήμη τυχαίας προσπέλασης	Random access memory
Ραφαήλ	Raphael
Αρχάγγελος Ραφαήλ	Raphael (archangel)
Κατηγορία:Μετρό	Rapid transit
Αρουραίος	Rat
Ρητός αριθμός	Rational number
Πραγματικός αριθμός	Real number
Ορθογώνιο παραλληλόγραμμο	Rectangle
Αναδρομή	Recursion
Ανακύκλωση	Recycling
Κόκκινο	Red
Φράξια Κόκκινος Στρατός	Red Army Faction
Αλεπού	Red Fox
Ερυθρά Θάλασσα	Red Sea
Ερυθρός νάνος	Red dwarf
Ερυθρός γίγαντας	Red giant
Δημοψήφισμα	Referendum
Διάθλαση	Refraction
Ρέγκε	Reggae
Ρεγγίνα	Regina
Ρεμς	Reims
Μετενσάρκωση	Reincarnation
Τάρανδος	Reindeer
Σχετικισμός	Relativism
Κατηγορία:Σχετικότητα	Relativity
Ηλεκτρονόμος	Relay
Θρησκεία	Religion
Κατηγορία:Θρησκεία	Religion
Κουάκεροι	Religious Society of Friends
Ρέμπραντ	Rembrandt
Αναγεννησιακή τέχνη	Renaissance
Αναπαραγωγή	Reproduction
Ερπετό	Reptile
Δημοκρατία της Κίνας	Republic of China
Δημοκρατία της Ιρλανδίας	Republic of Ireland
Κατηγορία:Ιρλανδία	Republic of Ireland
Δημοκρατία του Κονγκό	Republic of the Congo
Κατηγορία:Δημοκρατία του Κονγκό	Republic of the Congo
Ρεπουμπλικανικό Κόμμα (ΗΠΑ)	Republican Party (United States)
Αναπνευστικό σύστημα	Respiratory system
Δίκτυον	Reticulum
Επανάσταση	Revolution
Ρέα (δορυφόρος)	Rhea (moon)
Ρέα (μυθολογία)	Rhea (mythology)
Ρήνιο	Rhenium
Ρητορική	Rhetoric
Ρήνος	Rhine
Ρινόκερος	Rhinoceros
Ρω	Rho (letter)
Ρόουντ Άιλαντ	Rhode Island
Ρόδος	Rhodes
Ρόδιο	Rhodium
Ρόμβος	Rhombus
Ομοιοκαταληξία	Rhyme
Ριβόσωμα	Ribosome
Ρύζι	Rice
Ρίτσαρντ Φάινμαν	Richard Feynman
Ρίτσαρντ Νίξον	Richard Nixon
Ρίχαρντ Στράους	Richard Strauss
Ρίχαρντ Βάγκνερ	Richard Wagner
Ρίτσαρντ Ράιτ	Richard Wright (musician)
Ρίγα	Riga
Ρίγκελ	Rigel
Δακτύλιος (άλγεβρα)	Ring (mathematics)
Ρίνγκο Σταρ	Ringo Starr
Ρίο ντε Τζανέιρο	Rio de Janeiro
Ποταμός	River
Τάμεσης	River Thames
Ριάντ	Riyadh
Ρόαλντ Αμούνδσεν	Roald Amundsen
Ρόμπερτ Μπόιλ	Robert Boyle
Ρόμπερτ Ντε Νίρο	Robert De Niro
Ρόμπερτ Λη	Robert E. Lee
Ρόμπερτ Λούις Στίβενσον	Robert Louis Stevenson
Ρόμπερτ Οπενχάιμερ	Robert Oppenheimer
Ρόμπερτ Σούμαν	Robert Schumann
Ρομπέν των Δασών	Robin Hood
Ρομπότ	Robot
Πέτρωμα	Rock (geology)
Ροκ μουσική	Rock music
Κατηγορία:Ροκ μουσική	Rock music
Ροκοκό	Rococo
Τρωκτικά	Rodent
Ρεντγκένιο	Roentgenium
Καθολική Εκκλησία	Roman Catholic Church
Ρωμαϊκή Αυτοκρατορία	Roman Empire
Ρωμαϊκή Δημοκρατία	Roman Republic
Λεγεώνα	Roman legion
Ρωμαϊκές θεότητες	Roman mythology
Κατηγορία:Ρωμαϊκή μυθολογία	Roman mythology
Ρουμανία	Romania
Κατηγορία:Ρουμανία	Romania
Ρομανσική γλώσσα	Romansh
Ρομαντισμός	Romanticism
Ρώμη	Rome
Κατηγορία:Ρώμη	Rome
Ρόναλντ Ρήγκαν	Ronald Reagan
Πύργος (σκάκι)	Rook (chess)
Ρόζα Παρκς	Rosa Parks
Ροζάριο	Rosary
Δενδρολίβανο	Rosemary
Στήλη της Ροζέττας	Rosetta Stone
Ρότερνταμ	Rotterdam
Δρομολογητής	Router
Κωπηλασία	Rowing (sport)
Βρετανική Βασιλική Αεροπορία	Royal Air Force
Καουτσούκ	Rubber
Ρουβικώνας	Rubicon
Ρουβίδιο	Rubidium
Ρούντολφ Ες (πολιτικός)	Rudolf Hess
Ράντγιαρντ Κίπλινγκ	Rudyard Kipling
Ρωσία	Russia
Κατηγορία:Ρωσία	Russia
Ρουθήνιο	Ruthenium
Ραδερφόρντιο	Rutherfordium
Ρουάντα	Rwanda
Κατηγορία:Ρουάντα	Rwanda
Σίκαλη	Rye
S	S
Σαντάμ Χουσεΐν	Saddam Hussein
Κρόκος	Saffron
Βέλος (αστερισμός)	Sagitta
Τοξότης (αστερισμός)	Sagittarius (constellation)
Σαχάρα	Sahara
Απόστολος Ανδρέας	Saint Andrew
Άγιος Γεώργιος	Saint George
Άγιος Χριστόφορος και Νέβις	Saint Kitts and Nevis
Κατηγορία:Άγιος Χριστόφορος και Νέβις	Saint Kitts and Nevis
Άγιος Λαυρέντιος (ποταμός)	Saint Lawrence River
Αγία Λουκία	Saint Lucia
Κατηγορία:Αγία Λουκία	Saint Lucia
Άγιος Νικόλαος	Saint Nicholas
Άγιος Πατρίκιος	Saint Patrick
Απόστολος Πέτρος	Saint Peter
Αγία Πετρούπολη	Saint Petersburg
Κατηγορία:Αγία Πετρούπολη	Saint Petersburg
Άγιος Βικέντιος και Γρεναδίνες	Saint Vincent and the Grenadines
Κατηγορία:Άγιος Βικέντιος και Γρεναδίνες	Saint Vincent and the Grenadines
Σαλαντίν	Saladin
Σαλαμάνδρα	Salamander
Σαλέρνο	Salerno
Σάλιο	Saliva
Αλάτι	Salt
Άλας	Salt (chemistry)
Σάλτσμπουργκ	Salzburg
Σαμάρα (πόλη)	Samara
Σαμάριο	Samarium
Σαμαρκάνδη	Samarkand
Σαμόα	Samoa
Κατηγορία:Σαμόα	Samoa
Σάμιουελ Μπέκετ	Samuel Beckett
Σάμιουελ Μορς	Samuel F. B. Morse
Σαμουράι	Samurai
Σαν Φρανσίσκο	San Francisco
Άγιος Μαρίνος	San Marino
Κατηγορία:Άγιος Μαρίνος	San Marino
Σαν Σαλβαδόρ	San Salvador
Άμμος	Sand
Σάντρο Μποτιτσέλι	Sandro Botticelli
Σανσκριτική γλώσσα	Sanskrit
Άγιος Βασίλης	Santa Claus
Ζαφείρι	Sapphire
Σαπφώ	Sappho
Σαράγεβο	Sarajevo
Σαρκοφάγος	Sarcophagus
Σαρδηνία	Sardinia
Σάρι	Sari
Σασκάτσουαν	Saskatchewan
Τεχνητός δορυφόρος	Satellite
Σάββατο	Saturday
Κρόνος (πλανήτης)	Saturn
Σατούρνους	Saturn (mythology)
Σάτυροι	Satyr
Σαουδική Αραβία	Saudi Arabia
Κατηγορία:Σαουδική Αραβία	Saudi Arabia
Σαξωνία	Saxony
Κατηγορία:Σαξωνία	Saxony
Σαξόφωνο	Saxophone
Σκανδιναβία	Scandinavia
Κατηγορία:Σκανδιναβία	Scandinavia
Σκανδιναβική Χερσόνησος	Scandinavian Peninsula
Σκάνδιο	Scandium
Σχιζοφρένεια	Schizophrenia
Σχολαστικισμός	Scholasticism
Schutzstaffel	Schutzstaffel
Επιστήμη	Science
Κατηγορία:Επιστήμη	Science
Επιστημονική φαντασία	Science fiction
Επιστημονική μέθοδος	Scientific method
Επιστήμονας	Scientist
Σκιπίων	Scipio Africanus
Ψαλίδι	Scissors
Σκορπιός (αστερισμός)	Scorpius
Σκωτία	Scotland
Κατηγορία:Σκωτία	Scotland
Σκωτική γλώσσα	Scottish Gaelic
Προσκοπισμός	Scouting
Κατσαβίδι	Screwdriver
Γλύπτης (αστερισμός)	Sculptor (constellation)
Γλυπτική	Sculpture
Κατηγορία:Γλυπτική	Sculpture
Θάλασσα	Sea
Μέση Στάθμη Θάλασσας	Sea level
Θάλασσα Αζόφ	Sea of Azov
Θάλασσα του Μαρμαρά	Sea of Marmara
Σιμπόργκιο	Seaborgium
Μηχανή αναζήτησης	Search engine
Εποχές	Season
Σιάτλ	Seattle
Δευτερόλεπτο	Second
Β' Σταυροφορία	Second Crusade
Ιζηματογενές πέτρωμα	Sedimentary rock
Σεγκόβια	Segovia
Σηκουάνας	Seine
Σεισμολογία	Seismology
Σελήνη (μυθολογία)	Selene
Σελήνιο	Selenium
Σέλευκος Α' Νικάτωρ	Seleucus I Nicator
Σημασιολογία	Semantics
Ημιαγωγός	Semiconductor
Σημειωτική	Semiotics
Σημίτες	Semitic
Γερουσία	Senate
Σενεγάλη	Senegal
Κατηγορία:Σενεγάλη	Senegal
Σεούλ	Seoul
Χαρακίρι	Seppuku
Σεπτέμβριος	September
11 Σεπτεμβρίου	September 11
Επιθέσεις της 11ης Σεπτεμβρίου 2001	September 11
17 Σεπτεμβρίου	September 17
29 Σεπτεμβρίου	September 29
Μετάφραση των Εβδομήκοντα	Septuagint
Ακολουθία	Sequence
Σερβία	Serbia
Κατηγορία:Σερβία	Serbia
Σερβία και Μαυροβούνιο	Serbia and Montenegro
Σεργκέι Αϊζενστάιν	Sergei Eisenstein
Σεργκέι Ραχμάνινοφ	Sergei Rachmaninoff
Σειρά	Series (mathematics)
Σεροτονίνη	Serotonin
Όφις (αστερισμός)	Serpens
Εξυπηρετητής	Server (computing)
Σύνολο	Set
Σετ	Set (mythology)
Κατηγορία:Θεωρία συνόλων	Set theory
Επταετής Πόλεμος	Seven Years' War
Σεβίλλη	Seville
Γεννητικά όργανα	Sex organ
Σεξισμός	Sexism
Συνουσία	Sexual intercourse
Κατηγορία:Σεξουαλικότητα	Sexuality
Σεξουαλικώς μεταδιδόμενα νοσήματα	Sexually transmitted disease
Σεϋχέλλες	Seychelles
Κατηγορία:Σεϋχέλλες	Seychelles
Σαμανισμός	Shamanism
Σαγκάη	Shanghai
Καρχαρίας	Shark
Ασπίδα	Shield
Σιντοϊσμός	Shinto
Πλοίο	Ship
Στενογραφία	Shorthand
Σιβηρία	Siberia
Σικελία	Sicily
Κατηγορία:Σικελία	Sicily
Σιέρα Λεόνε	Sierra Leone
Κατηγορία:Σιέρα Λεόνε	Sierra Leone
Σίγμα	Sigma
Σίγκμουντ Φρόυντ	Sigmund Freud
Σίγκριντ Ούντσετ	Sigrid Undset
Σιχισμός	Sikhism
Σιλεσία	Silesia
Πυρίτιο	Silicon
Μετάξι	Silk
Άργυρος	Silver
Σιμόν ντε Μποβουάρ	Simone de Beauvoir
Χερσόνησος του Σινά	Sinai Peninsula
Σίνκλερ Λιούις	Sinclair Lewis
Σιγκαπούρη	Singapore
Κατηγορία:Σιγκαπούρη	Singapore
Σειρήνες	Siren
Σειρηνοειδή	Sirenia
Σείριος	Sirius
Καπέλα Σιξτίνα	Sistine Chapel
Σίσυφος	Sisyphus
Δέρμα	Skin
Σκόπια	Skopje
Ουρανοξύστης	Skyscraper
Δουλεία	Slavery
Ύπνος	Sleep
Σλοβακία	Slovakia
Κατηγορία:Σλοβακία	Slovakia
Σλοβενία	Slovenia
Κατηγορία:Σλοβενία	Slovenia
Φίδι	Snake
Χιόνι	Snow
Σοσιαλισμός	Socialism
Κατηγορία:Σοσιαλισμός	Socialism
Σοσιαλιστικό Κόμμα Γαλλίας	Socialist Party (France)
Κατηγορία:Κοινωνία	Society
Κοινωνία	Society
Αδελφότητα του Ιησού	Society of Jesus
Κοινωνιολογία	Sociology
Κατηγορία:Κοινωνιολογία	Sociology
Σωκράτης	Socrates
Νάτριο	Sodium
Σόφια	Sofia
Έδαφος	Soil
Ηλιακό σύστημα	Solar System
Κατηγορία:Ηλιακό Σύστημα	Solar System
Έκλειψη Ηλίου	Solar eclipse
Ηλιακή ενέργεια	Solar energy
Στερεό	Solid
Στερεό	Solid state
Σολομών	Solomon
Νήσοι Σολομώντα	Solomon Islands
Κατηγορία:Νήσοι Σολομώντα	Solomon Islands
Σόλων	Solon
Ηλιοστάσιο	Solstice
Διάλυμα	Solution
Σομαλία	Somalia
Κατηγορία:Σομαλία	Somalia
Σονάτα	Sonata
Τραγούδι	Song
Σονέτο	Sonnet
Σοφία Λόρεν	Sophia Loren
Σοφοκλής	Sophocles
Υψίφωνος	Soprano
Σορβόνη	Sorbonne
Ψυχή	Soul
Ήχος	Sound
Πηγαίος κώδικας	Source code
Νότος	South
Κατηγορία:Νότια Αφρική	South Africa
Νότια Αμερική	South America
Κατηγορία:Νότια Αμερική	South America
Νότιο Νησί (Νέα Ζηλανδία)	South Island
Νότια Κορέα	South Korea
Κατηγορία:Νότια Κορέα	South Korea
Νότιος Πόλος	South Pole
Νότιο Ημισφαίριο	Southern Hemisphere
Ένωση Σοβιετικών Σοσιαλιστικών Δημοκρατιών	Soviet Union
Κατηγορία:Σοβιετική Ένωση	Soviet Union
Χώρος	Space
Διαστημικό Λεωφορείο	Space Shuttle
Ισπανία	Spain
Κατηγορία:Ισπανία	Spain
Ισπανικός Εμφύλιος	Spanish Civil War
Κατηγορία:Ισπανοί	Spanish people
Σπάρτη	Sparta
Ειδική σχετικότητα	Special relativity
Είδος (βιολογία)	Species
Φασματοσκοπία	Spectroscopy
Ταχύτητα του φωτός	Speed of light
Σπηλαιολογία	Speleology
Σπένσερ Τρέισι	Spencer Tracy
Σφίγγα (μυθολογία)	Sphinx
Μπαχαρικό	Spice
Αράχνη	Spider
Σπιν	Spin (physics)
Σπανάκι	Spinach
Σπλήνας	Spleen
Σπλιτ	Split
Σπόγγος	Sponge
Αθλητισμός	Sport
Άνοιξη	Spring (season)
Σπρίνγκφιλντ (Ιλινόις)	Springfield
Spyware	Spyware
Τετράγωνο	Square (geometry)
Τετραγωνικό μέτρο	Square metre
Σρι Λάνκα	Sri Lanka
Κατηγορία:Σρι Λάνκα	Sri Lanka
Υαλογραφία	Stained glass
Ανοξείδωτος χάλυβας	Stainless steel
Στάνλεϊ Κιούμπρικ	Stanley Kubrick
Αστέρας	Star
Κράτος	State
Στατιστική μηχανική	Statistical mechanics
Στατιστική	Statistics
Κατηγορία:Στατιστική	Statistics
Άγαλμα της Ελευθερίας	Statue of Liberty
Ατμός	Steam
Χάλυβας	Steel
Στέφι Γκραφ	Steffi Graf
Στεγόσαυρος	Stegosaurus
Στήβεν Χώκινγκ	Stephen Hawking
Στέπα	Steppe
Στινγκ	Sting
Χρηματιστήριο αξιών	Stock exchange
Στοκχόλμη	Stockholm
Στωικισμός	Stoicism
Στομάχι	Stomach
Εποχή του Λίθου	Stone Age
Στόουνχεντζ	Stonehenge
Πελαργός	Stork
Πορθμός	Strait
Πορθμός του Μαγγελάνου	Strait of Magellan
Κατηγορία:Πορθμοί	Straits
Στρασβούργο	Strasbourg
Στρατηγική	Strategy
Στρωματογραφία	Stratigraphy
Στρατόσφαιρα	Stratosphere
Φράουλα	Strawberry
Θεωρία Χορδών	String theory
Εγκεφαλικό επεισόδιο	Stroke
Στρόντιο	Strontium
Στρουκτουραλισμός	Structuralism
Πρότυπο:Επέκταση	Stub
Στουτγκάρδη	Stuttgart
Στύγα	Styx
Εξάχνωση	Sublimation (chemistry)
Υποβρύχιο	Submarine
Υποσύνολο	Subset
Αφαίρεση	Subtraction
Σουδάν	Sudan
Κατηγορία:Σουδάν	Sudan
Σουντόκου	Sudoku
Διώρυγα Σουέζ	Suez Canal
Σούφι	Sufism
Ζάχαρη	Sugar
Σουχάρτο	Suharto
Θείο	Sulfur
Διοξείδιο του θείου	Sulfur dioxide
Θειικό οξύ	Sulfuric acid
Σουλτάνος	Sultan
Σουμέριοι	Sumer
Καλοκαίρι	Summer
Ήλιος	Sun
Κατηγορία:Ήλιος	Sun
Κυριακή	Sunday
Σουνίτες	Sunni Islam
Υπερυπολογιστής	Supercomputer
Σούπερμαν	Superman
Υπερκαινοφανείς αστέρες	Supernova
Επιφανειακή τάση	Surface tension
Χειρουργική	Surgery
Σουρινάμ	Suriname
Κατηγορία:Σουρινάμ	Suriname
Υπερρεαλισμός	Surrealism
Σάρρεϋ	Surrey
Αρχιπέλαγος Σβάλμπαρντ	Svalbard
Κύκνος (πτηνό)	Swan
Σβάστικα	Swastika
Σουαζιλάνδη	Swaziland
Κατηγορία:Σουαζιλάνδη	Swaziland
Σουηδία	Sweden
Κατηγορία:Σουηδία	Sweden
Κορόνα Σουηδίας	Swedish krona
Γλυκοπατάτα	Sweet potato
Κολύμβηση	Swimming
Κατηγορία:Κολύμβηση	Swimming
Ελβετικό Φράγκο	Swiss franc
Κατηγορία:Ελβετοί	Swiss people
Ελβετία	Switzerland
Κατηγορία:Ελβετία	Switzerland
Ξίφος	Sword
Σίδνεϊ	Sydney
Σύλβια Πλαθ	Sylvia Plath
Συμβίωση (βιολογία)	Symbiosis
Σύμβολο	Symbol
Συμφωνία (μουσική)	Symphony
Συναγωγή	Synagogue
Συναισθησία	Synesthesia
Σύνταξη	Syntax
Συρακούσες	Syracuse
Συρία	Syria
Κατηγορία:Συρία	Syria
Σύστημα	System
Συστηματική	Systematics
T	T
Τόμας Έντουαρντ Λόρενς	T. E. Lawrence
Τόμας Στερνς Έλιοτ	T. S. Eliot
Τραπέζι	Table (furniture)
Επιτραπέζια αντισφαίριση	Table tennis
Ταμπού	Taboo
Τάε Κβον Ντο	Taekwondo
Τάγος	Tagus
Ταϊτή	Tahiti
Τάι Τζί Σουάν	Tai chi chuan
Ταϊπέι	Taipei
Κατηγορία:Ταϊβάν	Taiwan
Τατζ Μαχάλ	Taj Mahal
Τατζικιστάν	Tajikistan
Κατηγορία:Τατζικιστάν	Tajikistan
Ταλίν	Tallinn
Ταλμούδ	Talmud
Τάμπερε	Tampere
Τανάκ	Tanakh
Ταγγέρη	Tangier
Τανγκό	Tango (dance)
Άρμα μάχης	Tank
Ταντάλιο	Tantalum
Τάνταλος	Tantalus
Τανζανία	Tanzania
Κατηγορία:Τανζανία	Tanzania
Ταοϊσμός	Taoism
Τάπιρος	Tapir
Τασκένδη	Tashkent
Θάλασσα της Τασμανίας	Tasman Sea
Τασμανία	Tasmania
Ταυ	Tau
Ταύρος (αστερισμός)	Taurus (constellation)
Κατηγορία:Φορολογία	Taxation
Ταξί	Taxicab
Ταξινομία	Taxonomy
Τιφλίδα	Tbilisi
Τσάι	Tea
Κατηγορία:Τσάι	Tea
Τεχνήτιο	Technetium
Τεχνολογία	Technology
Κατηγορία:Τεχνολογία	Technology
Τεχεράνη	Tehran
Τελ Αβίβ	Tel Aviv
Τηλεπικοινωνίες	Telecommunication
Τηλεγραφία	Telegraphy
Τηλέφωνο	Telephone
Τηλεσκόπιο	Telescope
Τηλεσκόπιον	Telescopium
Τηλεόραση	Television
Κατηγορία:Τηλεόραση	Television
Τελλούριο	Tellurium
Θερμοκρασία	Temperature
Ναός της Αρτέμιδος στην Έφεσο	Temple of Artemis
Δέκα εντολές	Ten Commandments
Τενερίφη	Tenerife
Τένεσι Ουίλιαμς	Tennessee Williams
Αντισφαίριση	Tennis
Τέρβιο	Terbium
Τερψιχόρη	Terpsichore
Τρομοκρατία	Terrorism
Κατηγορία:Τρομοκρατία	Terrorism
Τερτυλλιανός	Tertullian
Όρχεις	Testicle
Τηθύς (δορυφόρος)	Tethys (moon)
Τηθύς	Tethys (mythology)
Τέξας	Texas
Ταϊλάνδη	Thailand
Κατηγορία:Ταϊλάνδη	Thailand
Θαλής	Thales
Θάλεια (Μούσα)	Thalia
Θάλλιο	Thallium
Θάνατος (μυθολογία)	Thanatos
Ημέρα των Ευχαριστιών	Thanksgiving
Γκάμπια	The Gambia
Κατηγορία:Γκάμπια	The Gambia
Χάγη	The Hague
The Star-Spangled Banner	The Star-Spangled Banner
Θέατρο	Theatre
Κατηγορία:Θέατρο	Theatre
Θήβη (δορυφόρος)	Thebe (moon)
Θήβα	Thebes
Θήβαι (Αίγυπτος)	Thebes
Ευρυφάεσσα	Theia
Θέμις	Themis
Θεμιστοκλής	Themistocles
Τέοντορ Mόμσεν	Theodor Mommsen
Θεόδωρος Ρούζβελτ	Theodore Roosevelt
Θεοδόσιος Α'	Theodosius I
Κατηγορία:Θεολογία	Theology
Σχετικότητα	Theory of relativity
Θερμοδυναμική	Thermodynamics
Κατηγορία:Θερμοδυναμική	Thermodynamics
Θερμόμετρο	Thermometer
Θησέας	Theseus
Θεσσαλονίκη	Thessaloniki
Θεσσαλία	Thessaly
Θήτα	Theta
Θέτις	Thetis
Δεξαμενή σκέψης	Think tank
Γ' Σταυροφορία	Third Crusade
Χώρες του Τρίτου Κόσμου	Third World
Τριακονταετής Πόλεμος	Thirty Years' War
Θωμάς Ακινάτης	Thomas Aquinas
Τόμας Έντισον	Thomas Edison
Τόμας Χάρντι	Thomas Hardy
Τόμας Χομπς	Thomas Hobbes
Τόμας Τζέφερσον	Thomas Jefferson
Θωρ	Thor
Θόριο	Thorium
Θωθ	Thoth
Θράκη	Thrace
Θουκυδίδης	Thucydides
Θούλιο	Thulium
Θουριγγία	Thuringia
Πέμπτη	Thursday
Θυμάρι	Thyme
Θυμίνη	Thymine
Θυρεοειδής Αδένας	Thyroid
Τίβερης	Tiber
Θιβέτ	Tibet
Κατηγορία:Θιβέτ	Tibet
Παλίρροια	Tide
Γη του Πυρός	Tierra del Fuego
Τίγρης ποταμός	Tigris
Χρόνος	Time
Κατηγορία:Χρόνος	Time
Ζώνη ώρας	Time zone
Ταμερλάνος	Timur
Κασσίτερος	Tin
Τίρανα	Tirana
Τιτάνας	Titan (disambiguation)
Τιτάνας (δορυφόρος)	Titan (moon)
Τιτάνες	Titan (mythology)
Τιτάνιο	Titanium
Τιτσιάνο	Titian
Καπνός (φυτό)	Tobacco
Τόφου	Tofu
Τόγκο	Togo
