Slovenian	English
državno okoljsko računovodstvo	national environmental accounting
državno ribolovno območje	national fishing reserve
državna zakonodaja	national legislation
narodni park	national park
državno načrtovanje	national planning
nacionalizacija	nationalisation
naravno območje	natural area
varstvo naravnih območij	natural areas protection
naravna nesreča/katastrofa	natural disaster
naravno okolje	natural environment
naravno gnojilo	natural fertiliser
naravno vlakno	natural fibre
naravni gozd	natural forest
zemeljski plin	natural gas
iskanje zemeljskega plina	natural gas exploration
črpanje (pridobivanje) zemeljskega plina ; črpanje zemeljskega plina	natural gas extraction
nevarnost naravnih nesreč	natural hazard
naravna dediščina	natural heritage
ocena naravne dediščine	natural heritage assessment
naravna snov, naravni material	natural material
naravni spomenik	natural monument
naravni park	natural park
naravna radioaktivnost	natural radioactivity
naravna regeneracija	natural regeneration
naravni vir	natural resource
ohranjanje naravnih virov	natural resource conservation
naravno tveganje	natural risk
analiza naravnega tveganja	natural risk analysis
preprečevanje naravnih nesreč	natural risks prevention
naravna pokrajina	natural scenery
naravoslovje	natural science
naravni drag kamen	natural stone
naravna vrednota	natural value
ohranjanje narave	nature conservation
zakonodaja o ohranjanju narave	nature conservation legislation
organizacija za ohranjanje narave	nature conservation organisation
program ohranjanja narave	nature conservation programme
varstvo narave	nature protection
naravni rezervat	nature reserve
slabost	nausea
navigacija	navigation
nevarnost za plovbo	navigational hazard
nekroza	necrosis
potreba	need
hrup okolice	neighbourhood noise
gliste (Nematoda)	nematode
neodim	neodymium
neon	neon
tumor	neoplasm ; tumour
neptunij	neptunium
živčni sistem	nervous system
gnezdenje	nesting
gnezdišče	nesting area
politika mreženja (trgovanje z emisijami)	netting policy (emissions trading) ; netting policy
nevrotoksičnost	neurotoxicity
nevtralizacija	neutralisation
nova skupnost	new community
nova naprava/oprema, nov objekt	new installation
novi material, tehnološko izpopolnjen material	new material
nova tehnologija	new technology
novičarska skupina	newsgroup
glasilo, bilten	newsletter
nikelj	nickel
niobij	niobium
nitrat	nitrate
nitrifikacija	nitrification
dušikova spojina	nitro compound
dušik	nitrogen
kroženje dušika	nitrogen cycle
dušikov dioksid	nitrogen dioxide
vezava dušika	nitrogen fixation
dušikov monoksid	nitrogen monoxide
dušikov oksid	nitrogen oxide
dušikovi oksidi	nitrogen oxides
dušikovo gnojilo	nitrogenous fertiliser
nitrozamin	nitrosamine
hrup	noise
hrup	noise ; noise, vibrations ; racket
ukrepi za zmanjševanje hrupa	noise abatement
analiza hrupa	noise analysis
protihrupna pregrada	noise barrier
zmanjševanje hrupa	noise control
motnje, ki jih povzroča hrup	noise disturbance ; noise pollution
emisije hrupa	noise emission
dajatev na obremenjevanje s hrupom	noise emission levy
načrt izpostavljenosti hrupu	noise exposure plan
imisija hrupa	noise immission
zakonodaja s področja hrupa	noise legislation
raven hrupa	noise level
meritev hrupa	noise measurement
vir hrupa	noise pollutant
obremenjevanje s hrupom	noise pollution
varstvo pred hrupom	noise protection
zmanjšanje hrupa	noise reduction
spekter hrupa	noise spectrum
brezhrupna tehnologija	noise-free technology
nomad	nomad
nomenklatura	nomenclature
biološko nerazgradljivo onesnaževalo	non-biodegradable pollutant
nepozidano območje	non-built-up area
nekonvencionalna energija	non-conventional energy
zasebna voda	non-demesnial water
neobstojno blago	non-durable goods
barvna kovina	non-ferrous metal
barvna metalurgija	non-ferrous metal industry
nevladna organizacija (NVO)	non-governmental organisation
neionizirno sevanje	non-ionising radiation
nekovina	non-metal
nekovinski mineral	non-metallic mineral
vir energije, ki ne onesnažuje	non-polluting energy source
gorivo, ki ne onesnažuje	non-polluting fuel
neobnovljiv vir energije	non-renewable energy resource
neobnovljivi naravni viri	non-renewable resource
nestanovanjska zgradba	non-residential building
nevračljiva embalaža	non-returnable container
neciljni organizem	non-target organism
nehlapna snov	non-volatile substance
norma, pravilo, standard, normativ ; standard ; normativ ; norma ; pravilo	norm
nos	nose
nota	note
nič	nothing
objava ; obvestilo ; oglas	notice
obvestilo, prijava, notifikacija	notification
podstatné meno	noun ; substantive
jedrska nesreča	nuclear accident
razprave o jedrski energiji	nuclear debate
jedrska energija	nuclear energy
zakonodaja s področja jedrske energije	nuclear energy legislation
raba jedrske energije	nuclear energy use
jedrska eksplozija (nesreča) ; jedrska eksplozija	nuclear explosion (accident) ; nuclear explosion
jedrski obrat	nuclear facility
cepitev jedra	nuclear fission
jedrsko gorivo	nuclear fuel
(jedrske) gorivne palice ; gorivne palice ; jedrske gorivne palice	nuclear fuel element
zlitje jedra	nuclear fusion
jedrska nevarnost	nuclear hazard
jedrska fizika	nuclear physics
jedrska elektrarna	nuclear power plant
jedrska reakcija	nuclear reaction
jedrski reaktor	nuclear reactor
center za jedrske raziskave	nuclear research centre
jedrsko tveganje	nuclear risk
jedrska varnost	nuclear safety
jedrski poskus	nuclear test
jedrsko orožje	nuclear weapon
nukleinska kislina	nucleic acid
drevesnica ; rastlinjak, drevesnica ; rastlinjak	nursery (plant breeding) ; nursery ; plant nursery
hranilna snov, hranilo	nutrient
prehransko ravnovesje	nutrient balance
vsebnost hranilnih snovi	nutrient content
kroženje hranilnih snovi	nutrient cycle
prehranski posrednik	nutrient medium
odstranjevanje hranilnih snovi	nutrient removal
prehrana ; prehranjevanje	nutrition
hranilna vrednost hrane	nutritive value of food
hrast	oak
debelost	obesity
ubogati	obey
nasprotovanje ; ugovor	objection
obveznost informiranja	obligation to inform
obveznost označevanja	obligation to label
opazovalni satelit	observation satellite
poklicna bolezen	occupational disease
zdravje na delovnem mestu	occupational health
varovanje zdravja na delovnem mestu	occupational health care
medicina dela	occupational medicine
varstvo pri delu	occupational safety
predpisi o varstvu pri delu	occupational safety regulation
zaposlitveni status	occupational status
ocean	ocean ; sea ; body of water ; bounding main
kroženje vode v oceanih	ocean circulation
oceanski tok	ocean current
odlaganje odpadkov v oceane	ocean dumping
izkoriščanje oceanov	ocean exploitation
temperatura oceanske vode	ocean temperature
stik med oceani in ozračjem	ocean-air interface
oceansko podnebje	oceanic climate
oceanografija	oceanography
smrad	odour
potovanje izven konic	off-peak travelling
zunaj lokacije	off-site
kaznivo dejanje na področju varstva okolja	offence against the environment
urad, pisarna	office
uradna dolžnost	official duty
uradno zaslišanje	official hearing
uradni jezik	official language
kompenzacijska politika (trgovanje z emisijami)	offset policy (emissions trading)
priobalno črpanje nafte	offshore mining
industrija maščob in olj	oil and fat industry
absorbent olja	oil binding agent
plavajoči lovilec nafte	oil boom
razlitje nafte	oil disaster
iskanje nafte	oil exploration
črpanje nafte	oil extraction
naftovod	oil pipeline
onesnaženje z nafto	oil pollution
ukrepi za zmanjšanje onesnaženja z nafto	oil pollution abatement
predelava nafte	oil production (chain)
plovilo za lovljenje nafte	oil recovery vessel
rafinerija nafte	oil refinery
zbiranje ostankov nafte	oil residue recuperation
naftni madež	oil slick
razlitje nafte	oil spill
tanker za prevoz nafte	oil tanker
energija, pridobljena iz nafte	oil-based energy
nevarna opuščena lokacija	old hazardous site
staro odlagališče odpadkov	old landfill site
obremenjevanje s smradom	olfactory pollution
oliva	olive
odpadna voda iz mlinov za oljčno olje	olive oil mill wastewater
storitev na zvezi	on-line service
čiščenje odpadne vode na lokaciji	on-site wastewater treatment
onkologija	oncology
čebula	onion
ontogeneza ; ontogeneza	ontogenesis ; ontogenesis ; ontogeny
ontologija	ontology
odprta jasa	open lawn
odprto morje	open sea
ribolov na odprtem morju	open sea fishing
odprti/dnevni kop	opencast mining ; open-pit mining
opera	opera
operativni podatki	operating data
opereta	operetta
oftalmologija	ophthalmology
mnenje, stališče ; mnenje ; stališče	opinion ; stance
javnomnenjska raziskava	opinion survey
oralni seks	oral sex
pomaranča	orange
orkester	orchestra
orhideja	orchid
odredba ; uredba ; ukaz	order
odredba, uredba, ukaz ; odredba ; uredba ; ukaz	order
uredba, predpis, odredba	ordinance
ruda	ore
organ	organ
organel	organelle
organski ogljik	organic carbon
organska kemija	organic chemistry
organsko kmetijstvo	organic farming
organska snov	organic matter
organski dušik	organic nitrogen
organsko onesnaževalo	organic pollutant
organsko onesnaženje	organic pollution
organsko topilo	organic solvent
organska snov	organic substance
organski odpadki	organic waste
organizacija	organisation (law)
izobraževalna organizacija	organisation of teaching
organiziranost pravnega sistema	organisation of the legal system
organizem	organism
organoklorova spojina	organochlorine compound
organohalogena spojina	organohalogen compound
organoleptična lastnost	organoleptic property
organokovinska spojina	organometallic compound
organodušikova spojina	organonitrogen compound
organokisikova spojina	organooxygen compound
organofosforjeva spojina	organophosphorous compound
organožveplova spojina	organosulphur compound
ornitologija	ornithology
orografija	orography
pravopis	orthography
ravnokrilci (Orthoptera)	orthopteran
osmij	osmium
osmoza	osmosis
noj	ostrich
neurbanizirani prostor	outer space (allocation plan) ; outer space
jajčnik	ovary
peč	oven
krovna plast	overburden
čezmerno izkoriščanje (črpanje) ; čezmerno izkoriščanje	overexploitation
čezmerno gnojenje	overfertilisation
čezmeren ribolov	overfishing
preliv	overflow (outlet)
čezmerna paša	overgrazing
daljnovod	overhead power line
prenaseljenost	overpopulation
obratna termična plastovitost (limnologija)	overturn (limnology)
prezimovanje	overwintering
ovca	ovine
lastništvo	ownership
oksidacija	oxidation
oksidacija-redukcija	oxidation-reduction
oksid	oxide
snov, ki lahko oksidira	oxidisable material
oksidant	oxidising agent
kisik	oxygen
vsebnost kisika	oxygen content
okisičenje, oksigenacija	oxygenation
ostrige	oyster
gojenje ostrig	oyster farming
ozon	ozone
faktor škodljivosti za ozon	ozone depletion potential
ozonska plast	ozone layer
tanjšanje ozonske plasti	ozone layer depletion
ozonizacija	ozonisation
embalaža	packaging
odpadna embalaža	packaging waste
proizvodnja embalaže	packing industry
pediater ; otroški zdravnik	paediatrician
barva	paint
barvarna, lakirnica	paint room
trgovina z barvami	paint shop
barvanje	painting business
paleoklimatologija	palaeoclimatology
paleoekologija	palaeoecology
paleontologija	palaeontology
palindrom	palindrome
paladij	palladium
palma	palm
dlan	palm
pandemija	pandemic
papir	paper
papirna industrija	paper industry
parabola	parabola
padalo	parachute
parameter	parameter
parazit	parasite
parazitologija	parasitology
parkirni prostor	parking provision
parlamentarna razprava	parliamentary debate
parlamentarno poročilo	parliamentary report
papagaj	parrot
delno halogeniran klorofluoroogljikovodik	partially halogenated chlorofluorohydrocarbon
udeležba	participation
delec	particle
ločevalec delcev	particle separator
politična stranka	party ; political party
potniški promet	passenger transport
muljasti odpadki	paste-like waste
pašnik	pasture
patent	patent
steza, pot	path
patogen	pathogen
patogeni organizem	pathogenic organism
patološki učinek	pathologic effect
patologija	pathology
patrimonialno upravljanje	patrimonial management
razpoznavanje vzorcev	pattern recognition
plačilna politika	pay policy
mir	peace
vzdrževanje miru, mirovne operacije	peacekeeping
hruška	pear
šota	peat
pridobivanje šote	peat extraction
pedagogika	pedagogy
cona za pešce	pedestrian zone ; pedestrian area ; car-free zone ; auto-free zone ; pedestrianised zone
pedosfera	pedosphere
kazen	penalty
kazen za povzročitev okoljske škode	penalty for environmental damage
svinčnik	pencil
pingvin	penguin
polotok	peninsula
pentaklorofenol	pentachlorophenol
podatki na prebivalca	per capita data
gravitacijska voda	percolating water
periodni sistem elementov	periodic table
robno območje parka	peripheral park area
perifiton	periphyton
primestno območje	periurban space
prepustnost	permeability
dopustna meja izpostavljenosti	permissible exposure limit
dovoljenje	permission
peroksiacetilnitrat, PAN	peroxyacetylnitrate
obstojno organsko onesnaževalo	persistant organic pollutant
obstojnost	persistence
obstojnost pesticidov	persistence of pesticides
oseba	person
osebna odgovornost	personal responsibility
škodljivec	pest
zatiranje škodljivcev	pest control
invazija škodljivcev	pest infestation
pesticid	pesticide
standard za nadzor nad pesticidi	pesticide control standard
domača žival, hišni ljubljenček	pet
pravica do peticije/vloge	petition right
petrokemični proizvod	petrochemical
petrokemična industrija	petrochemical industry
bencin	petrol
nafta	petroleum
poraba nafte	petroleum consumption
naftna industrija	petroleum industry
semenka, cvetnica	phanerogam ; spermatophyte
farmacevtska industrija	pharmaceutical industry
farmacevtski odpadki	pharmaceutical waste
farmakokinetika	pharmacokinetics
farmakologija	pharmacology
fazan	pheasant
fenol	phenol
feromon	pheromone
filologija	philology
filozofija	philosophy
phishing	phishing
telefon	phone ; telephone
fosfat	phosphate
odstranjevanje fosfatov	phosphate removal
nadomestek za fosfate	phosphate substitute
fosfatno gnojilo	phosphatic fertiliser
fosfor	phosphorus
fotografija	photo ; photograph
fotokemični agens	photochemical agent
fotokemični oksidant	photochemical oxidant
fotokemično onesnaženje	photochemical pollution
fotokemični produkt	photochemical product
fotokemična reakcija	photochemical reaction
fotokemični smog	photochemical smog
fotorazgradljivost	photodegradation
fotogrametrija	photogrammetry
fotografija	photography
fotosinteza	photosynthesis
fizikalna sprememba	physical alteration
fizikalna kemija	physical chemistry
fizikalne razmere	physical conditions
fizična geografija	physical geography
fizikalne meritve onesnaženosti	physical measurement of pollution
prostorsko načrtovanje	physical planning
fizikalno onesnaževalo	physical pollutant
fizikalno onesnaženje	physical pollution
fizikalni proces	physical process
fizikalna lastnost	physical property
fizikalne vede	physical science
fizikalna obdelava	physical treatment
fizikalnokemična analiza	physicochemical analysis
fizikalno-kemični proces	physicochemical process
fizikalno-kemično čiščenje	physicochemical purification
fizikalno-kemijska obdelava	physicochemical treatment
fizika	physics
fiziologija	physiology
rastlinska biomasa	phytomass
fitopatologija	phytopathology
fitoplankton	phytoplankton
fitosanitarno čiščenje vode	phytosanitary treatment
fitosociologija	phytosociology
strupenost/toksičnost rastlin, fitotoksičnost	phytotoxicity
obrat za dekapiranje	pickling plant
golob	pigeon ; dove
svinjak	piggery
kopje	pike ; spear
pilotni obrat	pilot plant
pilotni projekt	pilot project
pilotiranje	pilotage
plavutonožci (Pinnipedia)	pinniped
bor	pino ; pine
cev	pipe
cevovod	pipeline
hipofiza	pituitary gland
točka ; točka, piksel ; piksel	pixel
ravan ; ravnica ; ravnina	plain
načrt	plan
ploskovni vir onesnaženja	plane source
plankton	plankton
načrtovanje	planning
zakonodaja s področja (prostorskega) načrtovanja	planning law
načrtovalski ukrep	planning measure
dovoljenje za načrtovanje	planning permission
rastlina	plant
biologija rastlin	plant biology
gojenje rastlin	plant breeding
rastlinska združba	plant community
del rastline	plant component
rastlinska bolezen	plant disease
ekologija rastlin	plant ecology
proizvodna oprema	plant equipment
rastlinska dediščina	plant heritage
fiziologija rastlin	plant physiology
rastlinska populacija	plant population
rastlinska proizvodnja	plant production
zaščita rastlin	plant protection
sredstvo za zaščito rastlin	plant protection product
razmnoževanje rastlin	plant reproduction
rastlinski vir	plant resource
selekcija rastlin	plant selection
rastlinska vrsta	plant species
ponovna naselitev rastlinskih vrst	plant species reintroduction
rastlinsko tekstilno vlakno	plant textile fibre
trgovanje z rastlinami	plant trade
sajenje	planting
tehnologija plazme	plasma technology
plastika	plastic
plastični odpadki	plastic waste
platina	platinum
križarjenje	pleasure cruising
plutonij ; plutonij ; plutonij	plutonium ; plutonium ; plutonium
točka	point
točkovni vir onesnaženja	point source
strup	poison
zastrupitev	poisoning
polarno območje	polar region
polder	polder
policija	police
zakon o policiji	police law
policija	police power
politika ; politika, usmeritev, strategija ; usmeritev ; strategija	policy
smernica za politiko	policy guideline
inštrument politike	policy instrument
politika povezovanja/vključevanja	policy integration
načrtovanje politike	policy planning
politično svetovanje	political counselling
politična doktrina	political doctrine
politična ekologija	political ecology
politična geografija	political geography
politična ideologija	political ideology
politična organizacija	political organisation
politična moč	political power
politika	politics
pelod	pollen
onesnaževalo	pollutant
absorpcija onesnaževal	pollutant absorption
akumulacija onesnaževal	pollutant accumulation
analiza onesnaževal	pollutant analysis
ocena/presoja onesnaževal	pollutant assessment
koncentracija onesnaževal	pollutant concentration
razgradnja onesnaževal	pollutant degradation
usedanje onesnaževal	pollutant deposition
širjenje onesnaževal	pollutant dispersion
porazdelitev onesnaževal	pollutant distribution
odstranjevanje onesnaževal	pollutant elimination
emisije onesnaževal	pollutant emission
razvoj onesnaževala	pollutant evolution
izpostavljenost onesnaževalom	pollutant exposure
gibanje/tok onesnaževal	pollutant flow
nastajanje onesnaževal	pollutant formation
imisije onesnaževal	pollutant immission
imobilizacija onesnaževal	pollutant immobilisation
širjenje onesnaženja	pollutant migration
monitoring onesnaženja	pollutant monitoring
pot onesnaževala	pollutant pathway
zmanjševanje onesnaženja	pollutant reduction
ponovna mobilizacija onesnaževal	pollutant remobilisation
onesnažena snov	polluted matter
onesnažen predel	polluted site
načelo "onesnaževalec plača"	polluter-pays principle
onesnaženje ; onesnaževanje	pollution
zmanjševanje onesnaženja	pollution abatement
oprema za zmanjševanje onesnaženja	pollution abatement equipment
odpadki od zmanjševanja onesnaženja	pollution abatement waste
ukrepi za zmanjševanje onesnaženja	pollution control
oprema za omejevanje onesnaževanja	pollution control equipment
naložba za preprečevanje onesnaževanja ali za izboljšanje okolja	pollution control investment
ukrep za preprečevanje onesnaževanja	pollution control measure
tehnologija za zmanjševanje onesnaževanja	pollution control technology
stroški onesnaženja	pollution cost
vpliv onesnaženja	pollution effect
kazalec/indikator onesnaženja	pollution indicator
zavarovanje za primer onesnaženja	pollution insurance
odgovornost za onesnaženje	pollution liability
obremenjenost zaradi onesnaženja	pollution load
meritve onesnaženja	pollution measurement
monitoring (spremljanje, opazovanje) onesnaževanja	pollution monitoring
normativ onesnaženja	pollution norm
preprečevanje onesnaževanja	pollution prevention
tveganje onesnaženja	pollution risk
vrsta onesnaženja	pollution type
polibromirani bifenil	polybrominated biphenyl
poliklordibenzo - p - dioksin	polychlordibenzo-p-dioxin
poliklorirani bifenil, PCB	polychlorinated biphenyl
poliklorirani dibenzofuran	polychlorinated dibenzofuran
poliklorirani terfenil	polychlorinated terphenyl
policiklični aromatski ogljikovodik, PAH	polycyclic aromatic hydrocarbon
policiklični ogljikovodik	polycyclic hydrocarbon
polietilen tereftalat (PET)	polyethylene terephtalate
poligon, mnogokotnik	polygon
polimer	polymer
polimerizacija	polymerisation
polivinil klorid	polyvinyl chloride
ribnik	pond
mlaka	pool ; puddle ; puddle
papež	pope
populacija	population
gostota prebivalstva	population density
gibanje prebivalstva	population dynamics
populacijska ekologija	population ecology
rast prebivalstva	population growth
gibanje prebivalstva	population movement
struktura prebivalstva	population structure
demografski trend	population trend
porcelano	porcelain
spužve (Porifera)	poriferan
pozejdonka	posidonia ; neptunegrass
pozitron	positron
dodatno čiščenje	post-treatment
pepelika	potash
kalij	potassium
kalijevo gnojilo	potassium fertiliser
krompir	potato ; patato
perutnina	poultry
perutninarstvo	poultry farming
revščina	poverty
moč	power (physics) ; power
podjetje za proizvodnjo in distribucijo električne energije	power company
elektrarna	power station
dekomisija elektrarne	power station derating
razmerje med močjo in toploto	power-heat relation
prazeodim	praseodymium
predkup, predkupna pravica ; predkup ; predkupna pravica	pre-emption
območje s predkupno pravico	pre-emption zone
načelo previdnosti	precautionary principle
precipitacija, usedanje ; usedanje ; precipitacija	precipitation ; precipitation (chemical)
povečanje količine padavin	precipitation enhancement
inženirstvo precizne tehnike	precision engineering
plenilec	predator
montažni objekt	prefabricated building
preliminarni postopki	preliminary proceedings
(zavarovalna) premija ; premija	premium
priprava za vstop na trg	preparation for market
priposestvovanje	prescription
hranjenje dokazov	preservation of evidence
konzervans, sredstvo za konzerviranje	preservative
konzervirana hrana, konzerva	preserve
tisk	press
stiskanje	pressing
tlak, pritisk	pressure
tlačna oprema	pressure equipment
interesna skupina, lobi	pressure group
preprečevalni ukrep	prevention measure
preprečevanje gozdnih požarov	prevention of forest fires
preventivni zdravstveni ukrep	preventive health measure
preventivne informacije	preventive information
cena	price
cenovna politika	prices policy
politika določanja cen naravnih virov	pricing policy of resources
osnovno šolstvo	primary education
poraba primarne energije	primary energy consumption
prvotni gozd, naravni gozd	primary forest
primarni sektor	primary sector
primarno čiščenje	primary treatment
primat	primate
praštevilo	prime number ; prime
načelo trajnosti	principle of sustainability
tiskanje	printing work
vojni ujetnik	prisoner of war ; POW ; PoW ; PW
osebno vozilo	private car
zasebna lastnina	private domain
zasebni gozd	private forest
gospodinjstvo	private household
mednarodno zasebno pravo	private international law
zasebno pravo	private law
zasebni sektor	private sector
prevoz z zasebnimi vozili	private transport
privatizacija	privatisation
trobčarji (Proboscidea)	proboscidean
prokarioti (Prokaryota)	procaryote
procesno pravo	procedural law
analiza procesa	process analysis
procesna tehnologija	process technology
tehnološka voda	process water
predelani kmetijski pridelek	processed agricultural produce
obdelana živila	processed foodstuff
obdelava, predelava	processing
odgovornost proizvajalca	producer liability
izdelek, proizvod	product
oglaševanje	product advertising
primerjava izdelkov	product comparison
ocenjevanje/vrednotenje izdelkov	product evaluation
označevanje izdelkov	product identification
informacije o izdelku	product information
odgovornost za izdelke	product liability
življenjski cikel izdelka	product life cycle
standard za izdelke	product standard
proizvodna politika	production policy
storilnost, produktivnost	productivity
gibanje storilnosti	productivity trend
dobiček	profit
prognostični podatki	prognostic data
program	programme
tokovni diagram	progress line
prepoved	prohibition
projekt	project
prometij	promethium
pospeševanje trgovine in industrije	promotion of trade and industry
proces širjenja	propagation process
pogonski plin	propellant
lastnosti materialov	properties of materials
varovanje lastnine	property protection
tehnika gibanja	propulsion technique
sodni postopek, kazenskopravni pregon, tožba ; sodni postopek ; kazenskopravni pregon ; tožba	prosecution
blaginja, napredek ; blaginja ; napredek	prosperity
prostata	prostate
zavarovano območje	protected area
zavarovana pokrajina/krajina	protected landscape
zavarovano morsko območje	protected marine zone
zavarovana vrsta	protected species
zaščita pred sosedi	protection from neighbours
varstvo živali	protection of animals
varovanje ptic	protection of birds
varovanje vrst	protection of species
sistem varovanja	protection system
zaščitni ukrep	protective measure
beljakovina ; protein	protein ; poly peptide
proteinski izdelek	protein product
protokol	protocol
praživali	protozoan
provinca, pokrajina	province
regionalna oblast/uprava	provincial/regional authority (D) ; regional authority ; provincial authority
regionalni zakon	provincial/regional law (D) ; regional legislation
klestenje, obrezovanje	pruning
psihični učinek	psychic effect
psihološki učinek	psychological effect
psihološka preobremenitev	psychological stress
psihologija	psychology
psihosomatski učinek/vpliv	psychosomatic effect
psihosomatska bolezen	psychosomatic illness
javnost	public
javna dostopnost površin	public access to land
delovanje v imenu javnosti	public action
pomoč/podpora javnosti	public aid
udeležba javnosti	public attendance
kampanja ozaveščanja javnosti	public awareness campaign
javno kopališče	public bath
preiskava o javnem interesu	public benefit inquiry
javna zgradba	public building
javna pogodba	public contract
javni dolg	public debt
javna razprava	public discussion
javna/družbena lastnina, dobrine v splošni rabi	public domain
javna poraba	public expenditure
javne finance	public finance
javno financiranje	public financing
javna funkcija	public function
splošno zdravstveno varstvo	public health
javna obravnava	public hearing
javne informacije	public information
preiskava o javnem interesu	public inquiry
javna ustanova/inštitucija	public institution
upravna javna ustanova	public institution of administrative nature
gospodarska javna ustanova	public institution of industrial and commercial nature
mednarodno javno pravo	public international law
javno pravo	public law
javno morje	public maritime domain
javno mnenje	public opinion
javnomnenjska raziskava	public opinion polling
javni park	public park
udeležba javnosti	public participation
javne nabave	public procurement
javno/državno tožilstvo	public prosecutor's office
odnosi z javnostjo	public relations
javni sektor	public sector
javni prevoz	public transport
javno prometno sredstvo	public transport vehicle
komunalna služba/podjetje	public utility
javne vode	public waterways domain
javna dela	public works
partnerstvo med javnim in zasebnim sektorjem	public-private partnership
pljučna bolezen	pulmonary disease
črpalka	pump
črpanje	pumping
prečiščevanje, čiščenje	purification
čistilna naprava	purification facility
čistilna naprava	purification plant
čiščenje skozi tla	purification through the soil
samočistilna sposobnost	purifying power
purin	purin
piralen	pyralene
piroliza	pyrolysis
četverokotnik	quadrilateral
zagotavljanje kakovosti	quality assurance
certifikat kakovosti	quality certification
ugotavljanje in zagotavljanje kakovosti	quality control
cilj visoke kakovosti	quality objective
kakovost življenja	quality of life
standard kakovosti	quality standard
kamnolom	quarry
pridobivanje kamna	quarrying
razčetverjenje	quartering
kraljica	queen
vprašanje	question
králik	rabbit
odnosi med rasami	race relations
dekantiranje	racking
radar	radar
sevanje	radiation ; radiations
škoda, ki jo povzroči sevanje	radiation damage
radiacijska doza, doza obsevanja ; radiacijska doza ; doza obsevanja	radiation dose
vpliv sevanja	radiation effect
izpostavljenost sevanju	radiation exposure
fizika sevanja	radiation physics
zaščita pred sevanjem	radiation protection
zakon o zaščiti pred sevanjem	radiation protection law
radiacijska bolezen	radiation sickness
radio	radio
radijski program	radio programme
radioaktivna kontaminacija	radioactive contamination
radioaktivna dekontaminacija	radioactive decontamination
odlaganje radioaktivnih odpadkov	radioactive dumping
emisije radioaktivnih snovi ; radioaktivne emisije	radioactive emission
radioaktivne padavine/usedline	radioactive fallout
radioaktivno onesnaževalo	radioactive pollutant
radioaktivna snov	radioactive substance
radioaktivno sledilo	radioactive tracer
radioaktivni odpadki	radioactive waste ; nuclear waste
radioaktivnost	radioactivity ; radioactive decay
radioaktivni element	radioelement
radionuklid	radionuclide
radij	radium
radon	radon
tekstilni odpadek	rag
železniški promet	rail traffic
železniški prevoz	rail transport
železniško vozilo	railroad vehicle ; carriage ; wagon
železnica	railway
železniško omrežje	railway network
železniška postaja	railway station
dež	rain
deževni gozd	rain forest
deževnica	rain water
kanalizacija za meteorno vodo	rain water sewer system
mavrica	rainbow
kondenzacija	rainout
zvišanje terena	raising a site
preskušanje naključno izbranih vzorcev, naključni preskus	random test
oljna repica	rape
hitri preskus	rapid test
hitri medmestni vlak	rapid transit train
redka vrsta	rare species
raster	raster
vektorizacija	raster to vector
hitrost ; hitrost, stopnja ; stopnja	rate
surovina	raw material
poraba surovin	raw material consumption
zagotavljanje surovin	raw material securing
neprečiščena voda	raw water
reakcijska kinetika	reaction kinetics
reaktor	reactor
reaktorska varnost	reactor safety
brati	read
resničnost	reality
razumnost	reasonableness
predelava odpadkov	reclamation industry
rekombinantna DNA tehnologija	recombinant DNA technology
priporočilo	recommendation
kljunasta flavta	recorder
beleženje snovi	recording of substances
revitalizacija/sanacija pokrajine	recovery of landscape
načrt ponovne vzpostavitve, revitalizacijski/sanacijski načrt	recovery plan
rekreacija	recreation
rekreacijsko območje	recreational area
primernost za recikliranje	recyclability
plastika, primerna za recikliranje	recyclable plastic
reciklirani material	recycled material
reciklirani papir	recycled paper
recikliranje	recycling
zakon o recikliranju in odpadkih	recycling management and waste law
možnosti za recikliranje	recycling potential
stopnja recikliranja	recycling ratio
rjavi škarnik ; rdeči škarnjek ; rjavi škarjek	red kite
rdeča plima	red tide
povračilo/nadomestilo škode, odškodnina	redress
trsje	reed
čer	reef
referenčne storitve	reference service
plebiscit	referendum ; plebiscite
referenčne informacije	referral information
referenčni informacijski sistem	referral information system
rafinerija	refinery
rafiniranje	refining
odboj	reflection
reflektometrija	reflectometry
pogozdovanje	reforestation
hladilo	refrigerant
hlajenje	refrigeration
hladilna industrija	refrigeration industry
hladilnik	refrigerator
hladilnik	refrigerator ; fridge
pribežališče, refugij ; pribežališče ; refugij	refuge
begunec	refugee
vozilo za zbiranje odpadkov	refuse collection vehicle
gorivo iz odpadkov	refuse derived fuel
drobilec odpadkov	refuse shredder
kompost iz blata čistilnih naprav	refuse-sludge compost
obnova, regeneracija	regeneration
regija	region
regionalna oblast/uprava	regional authority
regionalna konvencija	regional convention
regionalni razvoj	regional development
regionalni zakon ; regionalni zakon, regionalna zakonodaja ; regionalna zakonodaja	regional law
regijski naravni park	regional natural park
regionalni načrt	regional plan
regionalno načrtovanje	regional planning
regionalni predpis	regional regulation
regionalna statistika	regional statistics
regionalna struktura	regional structure
razglašeno zavarovano območje	registered site
registracija, vpis v register, prijava ; registracija ; vpis v register ; prijava	registration
obveznost registracije	registration obligation
postopek registracije	registration proceeding
predpis, ukrep, uredba ; uredba ; predpis ; ukrep	regulation
predpis o kmetijski proizvodnji	regulation of agricultural production
zakonodaja o najvišjih dopustnih mejah	regulation on maximum permissible limits
regulativna zakonodaja	regulative law
